event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9527937,2016-04-29T20:00:00-0500,Highly Suspect,Club Dada,68.58,66.0,4,13.0,Dallas,TX,Ticketfly,15.0,0,3790131,47,144.0,19.0,0.0,0.5020489261600001,0.44677799999999995,0.559321,7.0,53.58,51.0,3.98117586412
9528215,2016-03-29T20:00:00-0500,Ludacris,Bomb Factory,58.86,224.24,56,194.0,Dallas,TX,Ticketfly,35.0,0,338645,16,10797.0,1827.0,76.0,0.30444475132,0.786717,0.621592,19.0,23.86,189.24,3.17220341667
9528585,2016-04-17T20:00:00-0500,Generation Axe,Bomb Factory,236.14,199.0,3,23.0,Dallas,TX,Ticketfly,35.0,0,404702,35,2387.0,377.0,27.0,0.320211292132,0.742925,0.58741,38.0,201.14,164.0,5.30400118302
9529750,2016-05-23T20:00:00-0500,Kaleo,Cambridge Room at House of Blues Dallas,60.2,150.0,12,68.0,Dallas,TX,Ticketmaster,16.0,0,66144,71,136.0,31.0,0.0,0.636024024195,0.405642,0.669579,4.0,44.2,134.0,3.78872478908
9530474,2016-06-22T20:00:00-0500,Steely Dan and Steve Winwood,American Airlines Center,70.24,2222.0,250,973.0,Dallas,TX,Ticketmaster,29.5,0,87233,101,3233.0,586.0,77.0,0.328317222974,0.749157,0.610928,44.0,40.74,2192.5,3.7072104108
9531550,2016-06-03T20:00:00-0500,Whitesnake,Bomb Factory,82.53,200.0,16,83.0,Dallas,TX,Ticketfly,42.5,0,505217,82,3058.0,592.0,36.0,0.348258306921,0.7304609999999999,0.6214149999999999,38.0,40.03,157.5,3.689629173
9531640,2016-03-19T20:00:00-0500,Banners,Cambridge Room at House of Blues Dallas,31.41,45.0,4,24.0,Dallas,TX,Ticketmaster,15.0,0,5401363,6,514.0,56.0,10.0,0.431545196344,0.475968,0.500848,11.0,16.41,30.0,2.7978909051
9531654,2016-04-05T20:00:00-0500,Candlebox,Trees,61.5,59.0,4,20.0,Dallas,TX,Ticketfly,21.0,0,238974,23,312.0,74.0,7.0,0.402213728961,0.620108,0.581843,26.0,40.5,38.0,3.70130197411
9531835,2016-05-06T20:00:00-0500,Migos,South SIde Music Hall,66.22,100.0,2,5.0,Dallas,TX,Ticketfly,30.0,0,7222459,54,4464.0,432.0,9.0,0.43545863919699995,0.615591,0.625171,7.0,36.22,70.0,3.58961145246
9536471,2016-05-16T20:00:00-0500,Mayer Hawthorne,Granada Theater Dallas,104.56,86.51,2,12.0,Dallas,TX,Ticketfly,29.85,0,5613613,64,3464.0,325.0,35.0,0.395913455674,0.581639,0.537822,8.0,74.71,56.66,4.31361395199
9537265,2016-04-22T20:00:00-0500,Tony Bennett,McFarlin Auditorium,156.36,594.99,19,60.0,Dallas,TX,AXS,78.0,0,500873,40,2589.0,1061.0,110.0,0.40472457646300003,0.719022,0.704681,67.0,78.36,516.99,4.36131359308
9537492,2016-04-27T19:30:00-0500,Enter Shikari,Gas Monkey Bar N Grill,41.44,33.0,1,4.0,Dallas,TX,Ticketfly,16.0,0,16773,45,1227.0,658.0,50.0,0.37561429036399996,0.665762,0.588897,17.0,25.44,17.0,3.23632273847
9537503,2016-05-07T20:00:00-0500,Sturgill Simpson,Bomb Factory,78.02,299.0,38,189.0,Dallas,TX,Ticketfly,35.0,0,6140284,55,829.0,188.0,14.0,0.449386286724,0.546937,0.578508,12.0,43.02,264.0,3.76166512384
9539543,2016-04-09T20:00:00-0500,American Authors,Trees,66.22,56.0,3,16.0,Dallas,TX,Ticketfly,20.0,0,5677419,27,460.0,96.0,1.0,0.487493707471,0.540616,0.621606,10.0,46.22,36.0,3.83341260485
9364262,2016-04-05T20:00:00-0600,Gary Clark Jr,Ogden Theatre,86.24,168.16,19,96.0,Denver,CO,AXS,36.0,0,309236,23,250,87,29,0.4827859226360769,0.540779,0.615754,20,50.24,132.16,3.91681152216
9369374,2016-03-22T20:00:00-0600,Il Volo,Paramount Theatre Denver,73.69,184.18,5,27.0,Denver,CO,AXS,49.5,0,187568,9,448,32,0,0.5677982219155948,0.537295,0.720403,6,24.19,134.68,3.18593932462
9383212,2016-04-03T19:30:00-0600,Underoath,Ogden Theatre,63.32,1111.0,27,146.0,Denver,CO,Songkick Tickets,34.0,0,2357960,21,1119,370,35,0.3353599339033329,0.703068,0.565007,19,29.32,1077.0,3.37826987702
9397983,2016-04-23T20:00:00-0600,2Cellos,Buell Theatre,209.0,349.0,5,17.0,Denver,CO,AXS,35.0,0,4392693,41,61,16,3,0.6179064359716506,0.464438,0.705579,5,174.0,314.0,5.15905529921
9424081,2016-04-06T20:00:00-0600,Gary Clark Jr,Ogden Theatre,94.26,199.99,16,70.0,Denver,CO,AXS,36.0,0,309236,24,250,87,29,0.4827859226360769,0.540779,0.615754,20,58.26,163.99,4.06491575153
9449990,2016-03-17T20:00:00-0600,Jose Gonzalez,Paramount Theatre Denver,96.11,145.0,6,27.0,Denver,CO,AXS,30.75,0,542593,4,2591,235,70,0.38669393233250904,0.664884,0.605287,13,65.36,114.25,4.17991045055
9461815,2016-05-20T20:00:00-0600,The Used,Ogden Theatre,63.86,99.0,20,112.0,Denver,CO,Songkick Tickets,39.0,0,162392,68,1608,488,41,0.3718366534151545,0.719639,0.648262,15,24.86,60.0,3.21326008608
9461816,2016-05-21T20:00:00-0600,The Used,Ogden Theatre,54.42,99.0,25,136.0,Denver,CO,Songkick Tickets,39.0,0,162392,69,1608,488,41,0.3718366534151545,0.719639,0.648262,15,15.42,60.0,2.73566536814
9462084,2016-05-25T20:00:00-0600,Prong,Bluebird Theater,47.32,75.0,8,36.0,Denver,CO,AXS,13.0,0,149100,73,1110,289,14,0.40972813200151115,0.61652,0.589147,30,34.32,62.0,3.53572827462
9462087,2016-05-06T20:00:00-0600,Primal Fear,Bluebird Theater,60.32,77.52,5,23.0,Denver,CO,Songkick Tickets,44.0,0,5619103,54,120,40,2,0.46012108000217367,0.416053,0.491345,5,16.32,33.52,2.79239134954
9462090,2016-04-14T20:00:00-0600,Wolf Alice,Bluebird Theater,49.68,67.0,7,39.0,Denver,CO,Songkick Tickets,25.75,0,4126816,32,1972,135,8,0.4632107627599085,0.559526,0.607877,6,23.93,41.25,3.17513290192
9462376,2016-04-13T20:00:00-0600,St Germain,Ogden Theatre,61.5,119.0,11,56.0,Denver,CO,Songkick Tickets,52.0,0,521797,31,1054,40,18,0.43107805291783624,0.619458,0.622915,21,9.5,67.0,2.25129179861
9462673,2016-03-23T19:00:00-0600,They Might Be Giants,Ogden Theatre,49.0,79.0,10,39.0,Denver,CO,Songkick Tickets,35.5,0,242200,10,2083,231,167,0.3685639791426707,0.70152,0.619015,34,13.5,43.5,2.60268968544
9462887,2016-03-27T18:00:00-0600,Tonight Alive,Marquis Theater Denver,69.74,57.0,2,10.0,Denver,CO,Ticketweb,20.0,0,3317791,14,591,322,17,0.4416641124086622,0.556738,0.577124,8,49.74,37.0,3.90680943838
9468257,2016-05-24T20:00:00-0600,Nada Surf,Bluebird Theater,73.28,85.0,7,31.0,Denver,CO,Songkick Tickets,36.0,0,172227,72,1992,228,92,0.39048458103611905,0.678747,0.627284,24,37.28,49.0,3.61845698982
9469724,2016-04-27T20:00:00-0600,The Melvins and Napalm Death,Ogden Theatre,72.1,96.0,7,35.0,Denver,CO,Songkick Tickets,30.25,0,191492,45,3087,696,49,0.32122457860102305,0.720146,0.560625,35,41.85,65.75,3.73409179694
9471109,2016-04-16T20:00:00-0600,Cloud Cult,Bluebird Theater,60.3,51.3,5,23.0,Denver,CO,AXS,20.0,0,307496,34,646,65,33,0.4393689129889842,0.539263,0.559104,21,40.3,31.3,3.69635146895
9478644,2016-03-23T19:00:00-0600,Brian Fallon,Summit Music Hall,47.33,69.54,9,39.0,Denver,CO,Ticketfly,22.5,0,2373782,10,608,169,0,0.45310435791129133,0.445813,0.504117,19,24.83,47.04,3.21205259952
9483190,2016-06-17T20:30:00-0600,Blue October,Ogden Theatre,49.68,200.0,16,70.0,Denver,CO,Songkick Tickets,39.0,0,500273,96,292,33,24,0.4344212483414914,0.607631,0.615481,21,10.68,161.0,2.36837283353
9484128,2016-04-02T19:30:00-0600,X Ambassadors,Ogden Theatre,96.9,199.99,10,36.0,Denver,CO,Songkick Tickets,29.75,0,6664009,20,538,86,0,0.6313915450781337,0.546165,0.811859,7,67.15,170.24,4.20692892297
9485367,2016-05-03T19:30:00-0600,Dream Theater,Paramount Theatre Denver,76.05,175.0,11,38.0,Denver,CO,Altitude tickets,35.0,0,8765,51,5628,1208,59,0.3135624170758772,0.802322,0.668145,31,41.05,140.0,3.7147908359
9491761,2016-03-14T17:30:00-0600,Between the Buried and Me & August Burns Red,Summit Music Hall,58.21,69.0,7,33.0,Denver,CO,Ticketfly,29.0,0,468456,1,1514,582,47,0.3747451384940898,0.717176,0.649955,13,29.21,40.0,3.3745111164
9494655,2016-03-24T20:00:00-0600,White Denim,Bluebird Theater,62.66,55.86,5,21.0,Denver,CO,Songkick Tickets,27.75,0,589804,11,2714,436,90,0.4200359893162661,0.539433,0.534639,10,34.91,28.11,3.55277332112
9499933,2016-03-19T20:00:00-0600,Intronaut,Bluebird Theater,52.04,75.0,5,23.0,Denver,CO,Songkick Tickets,19.75,0,541095,6,1117,276,21,0.4195243964447594,0.551931,0.54418,12,32.29,55.25,3.47475758477
9499934,2016-04-04T20:00:00-0600,Ra Ra Riot,Bluebird Theater,61.48,52.44,5,23.0,Denver,CO,Songkick Tickets,25.75,0,320682,22,3555,419,52,0.45214736011687917,0.596959,0.629498,10,35.73,26.69,3.57599067204
9499935,2016-06-10T21:00:00-0600,Dale Watson,Bluebird Theater,67.38,56.0,5,23.0,Denver,CO,Songkick Tickets,27.75,0,228639,89,277,55,19,0.3950996767472072,0.538887,0.502487,40,39.63,28.25,3.6795864072
9500522,2016-04-09T20:00:00-0600,Father John Misty,Ellie Caulkins Opera House,54.88,150.0,77,265.0,Denver,CO,AXS,31.5,1,5113323,27,3878,690,74,0.48425601569153426,0.602427,0.680239,12,23.38,118.5,3.15188095604
9501136,2016-05-12T20:00:00-0600,Tori Kelly,Ogden Theatre,50.87,199.0,53,216.0,Denver,CO,Songkick Tickets,41.5,0,1054791,60,478,132,1,0.5592085250706607,0.580404,0.758162,12,9.37,157.5,2.23751309625
9501815,2016-05-03T18:30:00-0600,Say Anything,Summit Music Hall,44.97,68.0,11,50.0,Denver,CO,Ticketfly,18.5,0,235557,51,1222,227,57,0.3462206706357281,0.671825,0.548964,16,26.47,49.5,3.27601201624
9501875,2016-03-29T20:00:00-0600,Tinashe,Ogden Theatre,44.98,200.0,17,78.0,Denver,CO,Songkick Tickets,34.0,0,2020878,16,272,13,15,0.5093396168110091,0.362612,0.532097,6,10.98,166.0,2.39607543608
9503501,2016-04-03T18:00:00-0600,We The Kings,Marquis Theater Denver,85.1,70.0,1,2.0,Denver,CO,Ticketfly,25.0,0,569961,21,540,192,17,0.4607069399494347,0.581727,0.625927,11,60.1,45.0,4.09600984154
9507112,2016-05-04T20:00:00-0600,The Slackers,Bluebird Theater,55.58,54.0,5,21.0,Denver,CO,Songkick Tickets,22.75,0,50545,52,271,45,29,0.40679645724677055,0.572777,0.54494,25,32.83,31.25,3.49134273151
9507113,2016-05-12T20:00:00-0600,Tortoise,Bluebird Theater,41.44,63.84,6,21.0,Denver,CO,Songkick Tickets,34.0,0,136413,60,952,176,133,0.36631323660735626,0.652319,0.560436,26,7.44,29.84,2.00687084885
9507130,2016-05-10T20:00:00-0600,Explosions in the Sky,Ogden Theatre,60.31,1112.0,15,68.0,Denver,CO,Songkick Tickets,39.0,0,561284,58,3792,598,126,0.3590550273999964,0.706398,0.609026,17,21.31,1073.0,3.05917644611
9507188,2016-07-09T20:00:00-0600,Dragged Into Sunlight,Bluebird Theater,54.94,74.0,5,21.0,Denver,CO,Songkick Tickets,20.75,0,1283225,118,155,43,10,0.4280773356096748,0.443226,0.474566,10,34.19,53.25,3.53193320365
9507991,2016-03-29T20:00:00-0600,Shannon and the Clams,Bluebird Theater,32.0,51.3,6,21.0,Denver,CO,Songkick Tickets,22.75,0,664502,16,679,57,7,0.4276389033024372,0.464327,0.488239,7,9.25,28.55,2.22462355152
9507992,2016-03-31T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19.0,Denver,CO,Songkick Tickets,27.75,0,2254512,18,162,329,4,0.4883350824816512,0.418461,0.523198,9,43.17,31.53,3.76514580957
9507993,2016-04-01T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19.0,Denver,CO,Songkick Tickets,27.75,0,2254512,19,162,329,4,0.4883350824816512,0.418461,0.523198,9,43.17,31.53,3.76514580957
9507994,2016-04-02T21:00:00-0600,Dopapod,Bluebird Theater,70.92,83.0,6,26.0,Denver,CO,Songkick Tickets,27.75,0,2254512,20,162,329,4,0.4883350824816512,0.418461,0.523198,9,43.17,55.25,3.76514580957
9507995,2016-04-05T20:00:00-0600,Lissie,Bluebird Theater,64.36,80.0,5,25.0,Denver,CO,Songkick Tickets,27.75,0,582389,23,1133,222,29,0.43737386288348623,0.564642,0.578523,10,36.61,52.25,3.60032142713
9507998,2016-04-12T20:00:00-0600,Lucinda Williams,Bluebird Theater,86.26,91.2,5,19.0,Denver,CO,Songkick Tickets,57.0,0,245404,30,2310,672,134,0.33087072033254206,0.707809,0.562838,38,29.26,34.2,3.37622139559
9507999,2016-04-13T20:00:00-0600,Lucinda Williams,Bluebird Theater,82.72,91.2,6,25.0,Denver,CO,Songkick Tickets,57.0,0,245404,31,2310,672,134,0.33087072033254206,0.707809,0.562838,38,25.72,34.2,3.24726889937
9508001,2016-04-15T21:00:00-0600,Bombino,Bluebird Theater,70.92,60.42,6,26.0,Denver,CO,Songkick Tickets,27.75,0,4083611,33,642,169,14,0.48288794050149453,0.4959,0.576593,16,43.17,32.67,3.76514580957
9508094,2016-04-07T20:00:00-0600,Pete Yorn,Ogden Theatre,67.4,105.0,10,57.0,Denver,CO,Songkick Tickets,39.5,0,2030465,25,752,132,58,0.37327171340775345,0.614141,0.534594,16,27.9,65.5,3.32862668883
9508095,2016-04-11T20:00:00-0600,Parov Stelar,Ogden Theatre,66.52,79.0,7,35.0,Denver,CO,Songkick Tickets,44.0,0,8597639,29,824,15,1,0.5085939366462606,0.593077,0.70365,12,22.52,35.0,3.11440380327
9508097,2016-05-24T20:00:00-0600,Snarky Puppy,Ogden Theatre,63.84,78.0,6,29.0,Denver,CO,Songkick Tickets,35.0,0,29793,72,399,237,4,0.46681691865218,0.515392,0.573385,16,28.84,43.0,3.36176331242
9508129,2016-06-25T19:00:00-0600,Thrice,Summit Music Hall,50.67,150.0,11,48.0,Denver,CO,Ticketfly,22.5,0,498261,104,1657,398,61,0.3454916878799599,0.700826,0.579456,17,28.17,127.5,3.33825758189
9508188,2016-04-10T20:00:00-0600,Father John Misty,Ellie Caulkins Opera House,55.59,400.0,51,248.0,Denver,CO,AXS,31.5,1,5113323,28,3878,690,74,0.48425601569153426,0.602427,0.680239,12,24.09,368.5,3.18179681663
9510345,2016-05-17T20:00:00-0600,Brian Jonestown Massacre,Bluebird Theater,56.72,51.98,5,19.0,Denver,CO,Songkick Tickets,34.0,0,73973,65,999,86,130,0.41623998835332304,0.638522,0.621462,28,22.72,17.98,3.12324559385
9511308,2016-04-29T18:00:00-0600,The Summer Set,Marquis Theater Denver,70.15,62.7,4,15.0,Denver,CO,Ticketfly,17.0,0,912614,47,599,273,8,0.4633104781559828,0.520261,0.573158,9,53.15,45.7,3.97311810479
9511772,2016-04-14T21:00:00-0600,Flatbush Zombies,Cervantes,73.78,73.0,3,20.0,Denver,CO,Ticketfly,25.0,0,5081903,32,1739,234,2,0.4674644148983356,0.521325,0.579203,6,48.78,48.0,3.88732039279
9511777,2016-04-15T21:00:00-0600,Flatbush Zombies,Cervantes,52.98,73.0,4,22.0,Denver,CO,Ticketfly,25.0,0,5081903,33,1739,234,2,0.4674644148983356,0.521325,0.579203,6,27.98,48.0,3.33148996924
9512233,2016-04-02T20:00:00-0600,Iggy Pop,Ellie Caulkins Opera House,97.67,220.0,41,124.0,Denver,CO,AXS,49.95,0,170739,20,1809,412,161,0.33593146785418176,0.741933,0.614867,56,47.72,170.05,3.86535059723
9512680,2016-03-25T21:00:00-0600,Anuhea and Through The Roots,Bluebird Theater,55.6,75.0,4,17.0,Denver,CO,Songkick Tickets,19.75,0,670215,12,103,18,0,0.48547991194567824,0.444477,0.539137,7,35.85,55.25,3.57934356705
9514126,2016-03-24T20:00:00-0600,Santigold,Ogden Theatre,59.12,1000.0,17,74.0,Denver,CO,Songkick Tickets,39.5,0,2385431,11,9078,1313,31,0.38982271897148985,0.663654,0.608805,13,19.62,960.5,2.97654945414
9514127,2016-04-23T21:00:00-0600,Half Moon Run,Ogden Theatre,51.47,70.0,11,60.0,Denver,CO,Songkick Tickets,34.0,0,3878406,41,574,144,10,0.5272049398695468,0.546965,0.678715,6,17.47,36.0,2.86048512415
9514825,2016-03-30T18:30:00-0600,The Smashing Pumpkins,Ellie Caulkins Opera House,91.0,155.0,58,203.0,Denver,CO,AXS,49.5,0,233074,17,7149,1605,210,0.31645883337248104,0.814701,0.699053,28,41.5,105.5,3.72569342724
9516754,2016-04-26T20:00:00-0600,Foals,Ogden Theatre,48.52,129.99,15,71.0,Denver,CO,Songkick Tickets,34.0,0,525043,44,7483,1438,106,0.40054446535619115,0.739295,0.728795,11,14.52,95.99,2.6755270094
9516761,2016-04-20T20:00:00-0600,Randy and Mr Lahey,Summit Music Hall,80.37,70.68,7,26.0,Denver,CO,Ticketfly,20.0,0,154041,38,571,161,6,0.42141883183042367,0.47275,0.486876,24,60.37,50.68,4.10049229281
9516941,2016-03-18T20:00:00-0600,Coleman Hell,Marquis Theater Denver,48.76,39.9,2,18.0,Denver,CO,Ticketfly,10.0,0,6850064,5,191,15,0,0.6709874898038679,0.424503,0.724879,4,38.76,29.9,3.65738878702
9517557,2016-05-04T19:30:00-0600,Andy Mineo,Summit Music Hall,49.69,60.0,7,32.0,Denver,CO,Ticketfly,22.0,0,5467058,52,219,91,7,0.4750199473233424,0.486897,0.559932,15,27.69,38.0,3.32107133718
9519429,2016-04-11T20:00:00-0600,Deer Tick,Bluebird Theater,79.2,90.0,5,26.0,Denver,CO,Songkick Tickets,34.0,0,591654,29,2714,629,65,0.398425872690144,0.592674,0.550872,12,45.2,56.0,3.81109708684
9520961,2016-05-12T19:30:00-0600,Frankie Valli and the Four Seasons,Buell Theatre,108.7,662.0,58,252.0,Denver,CO,AXS,49.5,0,30108,60,102,8,1,0.4371026481958133,0.551574,0.566673,56,59.2,612.5,4.08092154189
9520984,2016-05-14T21:00:00-0600,The Neighbourhood,Ogden Theatre,64.99,300.0,18,79.0,Denver,CO,Songkick Tickets,45.75,0,636848,62,2520,239,12,0.4962594425955814,0.613667,0.710173,5,19.24,254.25,2.95699144524
9523385,2016-04-10T21:00:00-0600,Freddie Gibbs,Bluebird Theater,72.1,62.7,5,20.0,Denver,CO,Songkick Tickets,27.75,0,2793016,28,6598,1701,30,0.5106591391120934,0.578837,0.690626,13,44.35,34.95,3.79211270876
9523386,2016-04-21T20:00:00-0600,Highly Suspect,Bluebird Theater,47.28,53.0,7,35.0,Denver,CO,Songkick Tickets,22.75,0,3790131,39,144,19,0,0.5020489261602938,0.446778,0.559321,7,24.53,30.25,3.19989685827
9523508,2016-04-29T21:00:00-0600,Apocalyptica,Ogden Theatre,69.76,82.0,6,26.0,Denver,CO,Songkick Tickets,34.0,0,216253,47,828,171,24,0.37398333560613706,0.675666,0.59728,23,35.76,48.0,3.57682995031
9527373,2016-06-02T19:00:00-0600,Buzzcocks,Summit Music Hall,84.55,75.0,4,19.0,Denver,CO,Ticketfly,60.0,0,351352,81,2857,364,89,0.3212137453769496,0.698604,0.536347,40,24.55,15.0,3.20071185424
9528961,2016-04-06T20:00:00-0600,Atlas Genius,Bluebird Theater,59.12,99.0,12,52.0,Denver,CO,Songkick Tickets,25.75,0,5539353,24,1028,174,8,0.4356603317077284,0.575299,0.58592,7,33.37,73.25,3.50765729276
9530868,2016-05-30T20:00:00-0600,Subhumans,Bluebird Theater,59.14,49.02,4,17.0,Denver,CO,Songkick Tickets,22.75,0,36548,78,281,42,10,0.3987765286715457,0.584512,0.544191,36,36.39,26.27,3.59429401162
9530871,2016-06-09T20:00:00-0600,Local H,Bluebird Theater,67.4,67.0,5,19.0,Denver,CO,Songkick Tickets,27.75,0,138547,88,509,54,32,0.41014909558069423,0.579228,0.555037,29,39.65,39.25,3.68009094808
9530872,2016-08-03T20:00:00-0600,Hayes Carll,Bluebird Theater,75.66,63.0,4,17.0,Denver,CO,Songkick Tickets,36.0,0,6910,143,604,153,18,0.4127172072957287,0.559111,0.541268,14,39.66,27.0,3.68034312309
9530873,2016-05-20T20:00:00-0600,Paul Simon,Bellco Theatre,111.72,749.01,138,469.0,Denver,CO,AXS,64.5,0,213059,68,5491,1509,145,0.324357142931844,0.777169,0.64601,46,47.22,684.51,3.85481753166
9530893,2016-04-24T20:00:00-0600,Frightened Rabbit,Ogden Theatre,54.72,95.0,11,50.0,Denver,CO,Songkick Tickets,25.75,0,364665,42,4320,658,99,0.4079484742643696,0.618127,0.588173,13,28.97,69.25,3.36626081178
9531749,2016-04-22T19:00:00-0600,Candlebox,Marquis Theater Denver,65.04,59.28,3,12.0,Denver,CO,Ticketfly,20.0,0,238974,40,312,74,7,0.40221372896081553,0.620108,0.581843,26,45.04,39.28,3.80755098383
9531787,2016-05-05T21:00:00-0600,ZHU,Ogden Theatre,65.04,9999.0,34,179.0,Denver,CO,AXS,30.0,0,1183857,53,1959,48,0,0.604552420651678,0.559962,0.793894,2,35.04,9969.0,3.55649026607
9531847,2016-06-05T20:00:00-0600,Old 97's,Bluebird Theater,75.66,63.0,4,17.0,Denver,CO,Songkick Tickets,39.0,0,308713,84,995,156,105,0.37050775749082443,0.625903,0.541271,23,36.66,24.0,3.60168624241
9533924,2016-05-14T20:00:00-0600,Blaqk Audio,Bluebird Theater,70.94,64.0,5,25.0,Denver,CO,Songkick Tickets,27.75,0,568095,62,145,49,12,0.4436403202631641,0.46574,0.507514,15,43.19,36.25,3.76560898697
9535724,2016-05-13T21:00:00-0600,Mayer Hawthorne,Ogden Theatre,67.39,77.0,7,33.0,Denver,CO,Songkick Tickets,37.0,0,5613613,61,3464,325,35,0.3959134556743096,0.581639,0.537822,8,30.39,40.0,3.41411360693
9537173,2016-04-24T20:00:00-0600,William Elliott Whitmore,Bluebird Theater,66.22,55.0,4,17.0,Denver,CO,Songkick Tickets,27.75,0,185409,42,361,39,35,0.44409926929151516,0.51725,0.546968,17,38.47,27.25,3.64987871676
9539593,2016-04-27T20:00:00-0600,Joshua Radin,The Soiled Dove Underground,120.49,149.99,2,6.0,Denver,CO,Ticketfly,40.0,1,360697,45,523,29,13,0.41068995643239187,0.60537,0.579694,12,80.49,109.99,4.38813295311
9381626,2016-03-21T19:30:00-0500,Underoath,Warehouse Live,113.42,119.99,4,8.0,Houston,TX,AXS,25.0,0,2357960,8,1119,370,35,0.3353599339033329,0.703068,0.565007,19,88.42,94.99,4.4820981884
9432753,2016-05-21T19:00:00-0500,Ellie Goulding,Toyota Center,82.35,1052.0,63,354.0,Houston,TX,Ticketing Central,29.5,0,2332047,69,10071,2357,23,0.48269966817297044,0.750632,0.901275,8,52.85,1022.5,3.96745771232
9434840,2016-04-29T20:00:00-0500,Bonnie Raitt,Revention Music Center,85.1,448.0,92,270.0,Houston,TX,Live Nation,47.5,0,135398,47,2255,721,66,0.3160628076798648,0.728868,0.562017,45,37.6,400.5,3.6270040504
9466091,2016-03-24T20:30:00-0500,Logic,Warehouse Live,72.42,1111.0,28,91.0,Houston,TX,Ticketfly,28.0,0,614453,11,404,24,14,0.529339052457056,0.607143,0.749355,14,44.42,1083.0,3.79368981847
9472830,2016-04-13T20:00:00-0500,Stick Figure,Warehouse Live,60.3,66.0,6,33.0,Houston,TX,Ticketfly,15.0,0,514431,31,88,0,3,0.5190736964306107,0.255699,0.542266,26,45.3,51.0,3.81330703249
9475583,2016-04-10T19:30:00-0500,Melanie Martinez,Warehouse Live,90.64,200.0,18,52.0,Houston,TX,Ticketfly,27.5,1,6647159,28,243,17,0,0.5059959810852519,0.521479,0.627087,4,63.14,172.5,4.14535448313
9475590,2016-04-16T20:00:00-0500,Ben Folds,Cullen Performance Hall,79.2,271.78,23,62.0,Houston,TX,Ticketmaster,29.5,0,125822,34,2573,342,136,0.3268824095937707,0.725836,0.577463,15,49.7,242.28,3.9060049331
9485298,2016-04-15T20:00:00-0500,The Milk Carton Kids,Cullen Performance Hall,83.92,144.0,5,19.0,Houston,TX,Ticketmaster,22.0,0,4186126,33,381,111,15,0.4549994199304496,0.512141,0.556221,5,61.92,122.0,4.12584322928
9486782,2016-04-02T19:00:00-0500,Tech N9ne,Warehouse Live,49.63,108.0,11,56.0,Houston,TX,Ticketfly,27.5,0,283009,20,2214,254,25,0.3811758069433926,0.745693,0.703663,25,22.13,80.5,3.09693415406
9507617,2016-05-03T18:00:00-0500,Boyce Avenue,House of Blues Houston,44.78,195.0,20,98.0,Houston,TX,Live Nation,22.5,0,608550,51,228,37,0,0.4280020362602742,0.610056,0.608825,12,22.28,172.5,3.10368941506
9511761,2016-05-08T20:30:00-0500,Flatbush Zombies,Warehouse Live,52.64,60.42,4,15.0,Houston,TX,Ticketfly,23.0,0,5081903,56,1740,234,2,0.4674644148983356,0.521325,0.579203,6,29.64,37.42,3.38912480043
9511957,2016-04-09T19:00:00-0500,M83,White Oak Music Hall,61.44,99.99,9,42.0,Houston,TX,Stubwire,27.5,0,525418,27,5612,390,135,0.4040795545058942,0.744452,0.743836,15,33.94,72.49,3.52459425981
9513725,2016-03-19T18:00:00-0500,The Devil Wears Prada,Scout Bar Houston,68.39,59.0,3,18.0,Houston,TX,Ticketfly,20.0,0,144240,6,2001,612,36,0.32918319700628623,0.718935,0.573048,11,48.39,39.0,3.87929318081
9514291,2016-04-20T19:30:00-0500,The Smashing Pumpkins,Cullen Performance Hall,96.9,440.0,73,225.0,Houston,TX,Ticketmaster,65.0,0,233074,38,7149,1605,210,0.31645883337248104,0.814701,0.699053,28,31.9,375.0,3.46260600979
9519803,2016-05-07T18:00:00-0500,Beyoncé,NRG Stadium,91.0,9999.0,2163,6837.0,Houston,TX,Ticketmaster,45.0,0,553938,55,43911,10774,117,0.3225625410058664,0.848403,0.795543,13,46.0,9954.0,3.82864139649
9531183,2016-04-20T21:00:00-0500,Curren$y,Warehouse Live,73.3,69.0,2,10.0,Houston,TX,Ticketfly,30.0,0,5334228,38,7406,1039,47,0.39951870640504056,0.669522,0.630756,14,43.3,39.0,3.76815263501
9531655,2016-04-07T20:00:00-0500,Candlebox,Scout Bar Houston,69.76,63.0,4,21.0,Houston,TX,Ticketfly,22.0,0,238974,25,312,74,7,0.40221372896081553,0.620108,0.581843,26,47.76,41.0,3.86618846908
9534570,2016-04-16T21:00:00-0500,Yellow Claw,Stereo Live,95.72,90.0,3,14.0,Houston,TX,Eventbrite,30.0,0,3735966,34,674,20,0,0.611918336482241,0.536956,0.775987,6,65.72,60.0,4.18540329317
9537480,2016-04-28T18:30:00-0500,Enter Shikari,Scout Bar Houston,61.67,53.0,3,20.0,Houston,TX,Ticketfly,16.0,0,16773,46,1227,658,50,0.3756142903636955,0.665762,0.588897,17,45.67,37.0,3.8214416272
